"### Downloaded by Andrew Hamilton, Aug 6, 2020, from https://www.ncdc.noaa.gov/cdo-web/datasets/GHCND/stations/GHCND:USC00311677/detail",,,,,,
STATION,NAME,DATE,PRCP,SNOW,TMAX,TMIN
USC00311677,"CHAPEL HILL 2 W, NC US",10/18/1945,0,0,80,48
USC00311677,"CHAPEL HILL 2 W, NC US",10/19/1945,0,0,80,48
USC00311677,"CHAPEL HILL 2 W, NC US",10/20/1945,0,0,83,53
USC00311677,"CHAPEL HILL 2 W, NC US",10/21/1945,0,0,82,53
USC00311677,"CHAPEL HILL 2 W, NC US",10/22/1945,0,0,81,59
USC00311677,"CHAPEL HILL 2 W, NC US",10/23/1945,0.58,0,75,60
USC00311677,"CHAPEL HILL 2 W, NC US",10/24/1945,0,0,75,51
USC00311677,"CHAPEL HILL 2 W, NC US",10/25/1945,0,0,68,54
USC00311677,"CHAPEL HILL 2 W, NC US",10/26/1945,0.15,0,69,53
USC00311677,"CHAPEL HILL 2 W, NC US",10/27/1945,0,0,68,37
USC00311677,"CHAPEL HILL 2 W, NC US",10/28/1945,0,0,79,40
USC00311677,"CHAPEL HILL 2 W, NC US",10/29/1945,0,0,80,47
USC00311677,"CHAPEL HILL 2 W, NC US",10/30/1945,0,0,76,49
USC00311677,"CHAPEL HILL 2 W, NC US",10/31/1945,0,0,80,53
USC00311677,"CHAPEL HILL 2 W, NC US",11/1/1945,0,0,83,52
USC00311677,"CHAPEL HILL 2 W, NC US",11/2/1945,0,0,82,55
USC00311677,"CHAPEL HILL 2 W, NC US",11/3/1945,0,0,79,58
USC00311677,"CHAPEL HILL 2 W, NC US",11/4/1945,0.45,0,85,42
USC00311677,"CHAPEL HILL 2 W, NC US",11/5/1945,0,0,61,28
USC00311677,"CHAPEL HILL 2 W, NC US",11/6/1945,0,0,80,40
USC00311677,"CHAPEL HILL 2 W, NC US",11/7/1945,0,0,75,42
USC00311677,"CHAPEL HILL 2 W, NC US",11/8/1945,0,0,75,44
USC00311677,"CHAPEL HILL 2 W, NC US",11/9/1945,0,0,78,53
USC00311677,"CHAPEL HILL 2 W, NC US",11/10/1945,0,0,80,55
USC00311677,"CHAPEL HILL 2 W, NC US",11/11/1945,0,0,71,49
USC00311677,"CHAPEL HILL 2 W, NC US",11/12/1945,0,0,69,50
USC00311677,"CHAPEL HILL 2 W, NC US",11/13/1945,0.21,0,78,55
USC00311677,"CHAPEL HILL 2 W, NC US",11/14/1945,0.32,0,72,48
USC00311677,"CHAPEL HILL 2 W, NC US",11/15/1945,0.05,0,53,38
USC00311677,"CHAPEL HILL 2 W, NC US",11/16/1945,0,0,61,28
USC00311677,"CHAPEL HILL 2 W, NC US",11/17/1945,0,0,73,40
USC00311677,"CHAPEL HILL 2 W, NC US",11/18/1945,0,0,72,51
USC00311677,"CHAPEL HILL 2 W, NC US",11/19/1945,0,0,67,45
USC00311677,"CHAPEL HILL 2 W, NC US",11/20/1945,0.01,0,64,42
USC00311677,"CHAPEL HILL 2 W, NC US",11/21/1945,0,0,57,34
USC00311677,"CHAPEL HILL 2 W, NC US",11/22/1945,0.48,0,65,48
USC00311677,"CHAPEL HILL 2 W, NC US",11/23/1945,0,0,54,27
USC00311677,"CHAPEL HILL 2 W, NC US",11/24/1945,0,0,47,23
USC00311677,"CHAPEL HILL 2 W, NC US",11/25/1945,0,0,56,29
USC00311677,"CHAPEL HILL 2 W, NC US",11/26/1945,0,0,56,33
USC00311677,"CHAPEL HILL 2 W, NC US",11/27/1945,0,0,59,33
USC00311677,"CHAPEL HILL 2 W, NC US",11/28/1945,0.24,0,55,41
USC00311677,"CHAPEL HILL 2 W, NC US",11/29/1945,0,0,52,34
USC00311677,"CHAPEL HILL 2 W, NC US",11/30/1945,0,0,52,38
USC00311677,"CHAPEL HILL 2 W, NC US",12/1/1945,0,0,55,32
USC00311677,"CHAPEL HILL 2 W, NC US",12/2/1945,0,0,53,28
USC00311677,"CHAPEL HILL 2 W, NC US",12/3/1945,0,0,53,35
USC00311677,"CHAPEL HILL 2 W, NC US",12/4/1945,1.12,0,51,40
USC00311677,"CHAPEL HILL 2 W, NC US",12/5/1945,1.25,0,42,33
USC00311677,"CHAPEL HILL 2 W, NC US",12/6/1945,0.05,0,44,33
USC00311677,"CHAPEL HILL 2 W, NC US",12/7/1945,0,0,59,33
USC00311677,"CHAPEL HILL 2 W, NC US",12/8/1945,0,0,61,31
USC00311677,"CHAPEL HILL 2 W, NC US",12/9/1945,0,0,59,36
USC00311677,"CHAPEL HILL 2 W, NC US",12/10/1945,0.23,0,54,41
USC00311677,"CHAPEL HILL 2 W, NC US",12/11/1945,0,0,43,21
USC00311677,"CHAPEL HILL 2 W, NC US",12/12/1945,0,0,36,18
USC00311677,"CHAPEL HILL 2 W, NC US",12/13/1945,0.5,0,33,21
USC00311677,"CHAPEL HILL 2 W, NC US",12/14/1945,0,0,41,27
USC00311677,"CHAPEL HILL 2 W, NC US",12/15/1945,1.75,0,45,30
USC00311677,"CHAPEL HILL 2 W, NC US",12/16/1945,0,0,32,22
USC00311677,"CHAPEL HILL 2 W, NC US",12/17/1945,0,0,35,13
USC00311677,"CHAPEL HILL 2 W, NC US",12/18/1945,0,0,35,23
USC00311677,"CHAPEL HILL 2 W, NC US",12/19/1945,0.5,0,33,28
USC00311677,"CHAPEL HILL 2 W, NC US",12/20/1945,0,0,33,15
USC00311677,"CHAPEL HILL 2 W, NC US",12/21/1945,0,0,39,18
USC00311677,"CHAPEL HILL 2 W, NC US",12/22/1945,0,0,50,21
USC00311677,"CHAPEL HILL 2 W, NC US",12/23/1945,0,0,49,24
USC00311677,"CHAPEL HILL 2 W, NC US",12/24/1945,0,0,33,24
USC00311677,"CHAPEL HILL 2 W, NC US",12/25/1945,1.2,0,55,18
USC00311677,"CHAPEL HILL 2 W, NC US",12/26/1945,0.15,0,57,36
USC00311677,"CHAPEL HILL 2 W, NC US",12/27/1945,0,0,54,30
USC00311677,"CHAPEL HILL 2 W, NC US",12/28/1945,0.4,0,51,39
USC00311677,"CHAPEL HILL 2 W, NC US",12/29/1945,0.8,0,52,36
USC00311677,"CHAPEL HILL 2 W, NC US",12/30/1945,0,0,50,33
USC00311677,"CHAPEL HILL 2 W, NC US",12/31/1945,0.53,0,52,42
USC00311677,"CHAPEL HILL 2 W, NC US",1/1/1946,,0,48,32
USC00311677,"CHAPEL HILL 2 W, NC US",1/2/1946,,0,38,17
USC00311677,"CHAPEL HILL 2 W, NC US",1/3/1946,0.02,0,39,22
USC00311677,"CHAPEL HILL 2 W, NC US",1/4/1946,0.01,0,59,33
USC00311677,"CHAPEL HILL 2 W, NC US",1/5/1946,0.01,0,66,38
USC00311677,"CHAPEL HILL 2 W, NC US",1/6/1946,0.05,0,64,55
USC00311677,"CHAPEL HILL 2 W, NC US",1/7/1946,,0,73,60
USC00311677,"CHAPEL HILL 2 W, NC US",1/8/1946,0.2,0,69,56
USC00311677,"CHAPEL HILL 2 W, NC US",1/9/1946,0.13,0,69,54
USC00311677,"CHAPEL HILL 2 W, NC US",1/10/1946,,0,69,53
USC00311677,"CHAPEL HILL 2 W, NC US",1/11/1946,,0,64,40
USC00311677,"CHAPEL HILL 2 W, NC US",1/12/1946,,0,65,42
USC00311677,"CHAPEL HILL 2 W, NC US",1/13/1946,,0,60,36
USC00311677,"CHAPEL HILL 2 W, NC US",1/14/1946,,0,46,24
USC00311677,"CHAPEL HILL 2 W, NC US",1/15/1946,0.2,0,42,34
USC00311677,"CHAPEL HILL 2 W, NC US",1/16/1946,,0,43,23
USC00311677,"CHAPEL HILL 2 W, NC US",1/17/1946,2,9,43,21
USC00311677,"CHAPEL HILL 2 W, NC US",1/18/1946,,0,52,24
USC00311677,"CHAPEL HILL 2 W, NC US",1/19/1946,,0,55,33
USC00311677,"CHAPEL HILL 2 W, NC US",1/20/1946,,0,48,28
USC00311677,"CHAPEL HILL 2 W, NC US",1/21/1946,0.25,0,39,26
USC00311677,"CHAPEL HILL 2 W, NC US",1/22/1946,,0,39,32
USC00311677,"CHAPEL HILL 2 W, NC US",1/23/1946,,0,33,17
USC00311677,"CHAPEL HILL 2 W, NC US",1/24/1946,,0,45,11
USC00311677,"CHAPEL HILL 2 W, NC US",1/25/1946,,0,47,28
USC00311677,"CHAPEL HILL 2 W, NC US",1/26/1946,,0,68,36
USC00311677,"CHAPEL HILL 2 W, NC US",1/27/1946,0.2,0,53,38
USC00311677,"CHAPEL HILL 2 W, NC US",1/28/1946,,0,46,19
USC00311677,"CHAPEL HILL 2 W, NC US",1/29/1946,,0,51,25
USC00311677,"CHAPEL HILL 2 W, NC US",1/30/1946,0.11,0,49,37
USC00311677,"CHAPEL HILL 2 W, NC US",1/31/1946,0.48,0,60,43
USC00311677,"CHAPEL HILL 2 W, NC US",2/1/1946,0.02,0,48,28
USC00311677,"CHAPEL HILL 2 W, NC US",2/2/1946,0,0,53,27
USC00311677,"CHAPEL HILL 2 W, NC US",2/3/1946,0,0,59,31
USC00311677,"CHAPEL HILL 2 W, NC US",2/4/1946,0,0,57,25
USC00311677,"CHAPEL HILL 2 W, NC US",2/5/1946,0.09,0,41,32
USC00311677,"CHAPEL HILL 2 W, NC US",2/6/1946,0.2,0,65,32
USC00311677,"CHAPEL HILL 2 W, NC US",2/7/1946,0,0,66,36
USC00311677,"CHAPEL HILL 2 W, NC US",2/8/1946,0,0,58,30
USC00311677,"CHAPEL HILL 2 W, NC US",2/9/1946,0.3,0,56,32
USC00311677,"CHAPEL HILL 2 W, NC US",2/10/1946,2.29,0,50,38
USC00311677,"CHAPEL HILL 2 W, NC US",2/11/1946,0.05,0,48,27
USC00311677,"CHAPEL HILL 2 W, NC US",2/12/1946,0,0,53,29
USC00311677,"CHAPEL HILL 2 W, NC US",2/13/1946,0,0,63,36
USC00311677,"CHAPEL HILL 2 W, NC US",2/14/1946,0.45,0,63,48
USC00311677,"CHAPEL HILL 2 W, NC US",2/15/1946,0,0,49,31
USC00311677,"CHAPEL HILL 2 W, NC US",2/16/1946,0,0,54,24
USC00311677,"CHAPEL HILL 2 W, NC US",2/17/1946,0,0,66,37
USC00311677,"CHAPEL HILL 2 W, NC US",2/18/1946,0,0,62,34
USC00311677,"CHAPEL HILL 2 W, NC US",2/19/1946,0.47,0,54,37
USC00311677,"CHAPEL HILL 2 W, NC US",2/20/1946,0.15,0,57,40
USC00311677,"CHAPEL HILL 2 W, NC US",2/21/1946,0,0,56,28
USC00311677,"CHAPEL HILL 2 W, NC US",2/22/1946,0,0,63,39
USC00311677,"CHAPEL HILL 2 W, NC US",2/23/1946,0,0,69,40
USC00311677,"CHAPEL HILL 2 W, NC US",2/24/1946,0,0,63,35
USC00311677,"CHAPEL HILL 2 W, NC US",2/25/1946,0,0,53,29
USC00311677,"CHAPEL HILL 2 W, NC US",2/26/1946,0,0,71,41
USC00311677,"CHAPEL HILL 2 W, NC US",2/27/1946,0,0,70,51
USC00311677,"CHAPEL HILL 2 W, NC US",2/28/1946,0,0,63,44
USC00311677,"CHAPEL HILL 2 W, NC US",3/1/1946,0,0,63,28
USC00311677,"CHAPEL HILL 2 W, NC US",3/2/1946,0.02,0,65,34
USC00311677,"CHAPEL HILL 2 W, NC US",3/3/1946,0,0,71,34
USC00311677,"CHAPEL HILL 2 W, NC US",3/4/1946,0,0,80,39
USC00311677,"CHAPEL HILL 2 W, NC US",3/5/1946,0,0,80,48
USC00311677,"CHAPEL HILL 2 W, NC US",3/6/1946,0,0,79,50
USC00311677,"CHAPEL HILL 2 W, NC US",3/7/1946,0,0,77,60
USC00311677,"CHAPEL HILL 2 W, NC US",3/8/1946,0.18,0,76,59
USC00311677,"CHAPEL HILL 2 W, NC US",3/9/1946,0,0,75,50
USC00311677,"CHAPEL HILL 2 W, NC US",3/10/1946,0,0,62,34
USC00311677,"CHAPEL HILL 2 W, NC US",3/11/1946,0,0,57,33
USC00311677,"CHAPEL HILL 2 W, NC US",3/12/1946,0,0,70,31
USC00311677,"CHAPEL HILL 2 W, NC US",3/13/1946,0,0,75,41
USC00311677,"CHAPEL HILL 2 W, NC US",3/14/1946,0,0,73,50
USC00311677,"CHAPEL HILL 2 W, NC US",3/15/1946,0.35,0,76,59
USC00311677,"CHAPEL HILL 2 W, NC US",3/16/1946,0,0,77,44
USC00311677,"CHAPEL HILL 2 W, NC US",3/17/1946,0.05,0,64,48
USC00311677,"CHAPEL HILL 2 W, NC US",3/18/1946,0.31,0,55,51
USC00311677,"CHAPEL HILL 2 W, NC US",3/19/1946,0.3,0,55,42
USC00311677,"CHAPEL HILL 2 W, NC US",3/20/1946,0.16,0,59,35
USC00311677,"CHAPEL HILL 2 W, NC US",3/21/1946,0,0,68,39
USC00311677,"CHAPEL HILL 2 W, NC US",3/22/1946,0,0,75,38
USC00311677,"CHAPEL HILL 2 W, NC US",3/23/1946,0.1,0,74,40
USC00311677,"CHAPEL HILL 2 W, NC US",3/24/1946,0,0,70,42
USC00311677,"CHAPEL HILL 2 W, NC US",3/25/1946,0,0,76,51
USC00311677,"CHAPEL HILL 2 W, NC US",3/26/1946,0,0,78,48
USC00311677,"CHAPEL HILL 2 W, NC US",3/27/1946,0,0,78,45
USC00311677,"CHAPEL HILL 2 W, NC US",3/28/1946,0,0,74,55
USC00311677,"CHAPEL HILL 2 W, NC US",3/29/1946,0.07,0,77,58
USC00311677,"CHAPEL HILL 2 W, NC US",3/30/1946,0.14,0,78,56
USC00311677,"CHAPEL HILL 2 W, NC US",3/31/1946,0.12,0,67,46
USC00311677,"CHAPEL HILL 2 W, NC US",4/1/1946,0,0,72,36
USC00311677,"CHAPEL HILL 2 W, NC US",4/2/1946,0,0,81,57
USC00311677,"CHAPEL HILL 2 W, NC US",4/3/1946,0,0,90,65
USC00311677,"CHAPEL HILL 2 W, NC US",4/4/1946,0,0,89,36
USC00311677,"CHAPEL HILL 2 W, NC US",4/5/1946,0,0,83,52
USC00311677,"CHAPEL HILL 2 W, NC US",4/6/1946,0,0,74,47
USC00311677,"CHAPEL HILL 2 W, NC US",4/7/1946,0,0,75,45
USC00311677,"CHAPEL HILL 2 W, NC US",4/8/1946,0.54,0,73,52
USC00311677,"CHAPEL HILL 2 W, NC US",4/9/1946,0.17,0,72,55
USC00311677,"CHAPEL HILL 2 W, NC US",4/10/1946,0.78,0,72,39
USC00311677,"CHAPEL HILL 2 W, NC US",4/11/1946,0.02,0,56,35
USC00311677,"CHAPEL HILL 2 W, NC US",4/12/1946,0.29,0,55,36
USC00311677,"CHAPEL HILL 2 W, NC US",4/13/1946,0,0,63,34
USC00311677,"CHAPEL HILL 2 W, NC US",4/14/1946,0,0,76,42
USC00311677,"CHAPEL HILL 2 W, NC US",4/15/1946,0,0,78,53
USC00311677,"CHAPEL HILL 2 W, NC US",4/16/1946,0,0,73,59
USC00311677,"CHAPEL HILL 2 W, NC US",4/17/1946,0.76,0,63,40
USC00311677,"CHAPEL HILL 2 W, NC US",4/18/1946,0,0,73,35
USC00311677,"CHAPEL HILL 2 W, NC US",4/19/1946,0,0,77,49
USC00311677,"CHAPEL HILL 2 W, NC US",4/20/1946,0,0,82,54
USC00311677,"CHAPEL HILL 2 W, NC US",4/21/1946,0,0,91,49
USC00311677,"CHAPEL HILL 2 W, NC US",4/22/1946,0,0,79,43
USC00311677,"CHAPEL HILL 2 W, NC US",4/23/1946,0,0,90,54
USC00311677,"CHAPEL HILL 2 W, NC US",4/24/1946,0,0,87,60
USC00311677,"CHAPEL HILL 2 W, NC US",4/25/1946,0.37,0,80,58
USC00311677,"CHAPEL HILL 2 W, NC US",4/26/1946,0.52,0,67,54
USC00311677,"CHAPEL HILL 2 W, NC US",4/27/1946,0,0,65,42
USC00311677,"CHAPEL HILL 2 W, NC US",4/28/1946,0,0,73,36
USC00311677,"CHAPEL HILL 2 W, NC US",4/29/1946,0,0,81,51
USC00311677,"CHAPEL HILL 2 W, NC US",4/30/1946,1.13,0,79,58
USC00311677,"CHAPEL HILL 2 W, NC US",5/1/1946,0,,78,55
USC00311677,"CHAPEL HILL 2 W, NC US",5/2/1946,0.01,,74,60
USC00311677,"CHAPEL HILL 2 W, NC US",5/3/1946,0.23,,68,54
USC00311677,"CHAPEL HILL 2 W, NC US",5/4/1946,0.45,,60,42
USC00311677,"CHAPEL HILL 2 W, NC US",5/5/1946,0,,76,46
USC00311677,"CHAPEL HILL 2 W, NC US",5/6/1946,0,,81,54
USC00311677,"CHAPEL HILL 2 W, NC US",5/7/1946,0,,79,61
USC00311677,"CHAPEL HILL 2 W, NC US",5/8/1946,0.06,,76,48
USC00311677,"CHAPEL HILL 2 W, NC US",5/9/1946,0,,71,42
USC00311677,"CHAPEL HILL 2 W, NC US",5/10/1946,0,,80,49
USC00311677,"CHAPEL HILL 2 W, NC US",5/11/1946,0,,82,60
USC00311677,"CHAPEL HILL 2 W, NC US",5/12/1946,0.09,,85,55
USC00311677,"CHAPEL HILL 2 W, NC US",5/13/1946,0.23,,82,55
USC00311677,"CHAPEL HILL 2 W, NC US",5/14/1946,0.3,,74,53
USC00311677,"CHAPEL HILL 2 W, NC US",5/15/1946,0,,82,57
USC00311677,"CHAPEL HILL 2 W, NC US",5/16/1946,0.35,,82,67
USC00311677,"CHAPEL HILL 2 W, NC US",5/17/1946,0,,82,68
USC00311677,"CHAPEL HILL 2 W, NC US",5/18/1946,0.15,,81,61
USC00311677,"CHAPEL HILL 2 W, NC US",5/19/1946,0,,85,58
USC00311677,"CHAPEL HILL 2 W, NC US",5/20/1946,0,,84,60
USC00311677,"CHAPEL HILL 2 W, NC US",5/21/1946,1.27,,81,63
USC00311677,"CHAPEL HILL 2 W, NC US",5/22/1946,0,,75,54
USC00311677,"CHAPEL HILL 2 W, NC US",5/23/1946,0,,78,54
USC00311677,"CHAPEL HILL 2 W, NC US",5/24/1946,0,,81,53
USC00311677,"CHAPEL HILL 2 W, NC US",5/25/1946,0,,85,61
USC00311677,"CHAPEL HILL 2 W, NC US",5/26/1946,0.45,,88,64
USC00311677,"CHAPEL HILL 2 W, NC US",5/27/1946,0.15,,81,63
USC00311677,"CHAPEL HILL 2 W, NC US",5/28/1946,0.03,,81,59
USC00311677,"CHAPEL HILL 2 W, NC US",5/29/1946,0.03,,75,54
USC00311677,"CHAPEL HILL 2 W, NC US",5/30/1946,0,,80,50
USC00311677,"CHAPEL HILL 2 W, NC US",5/31/1946,0,,82,60
USC00311677,"CHAPEL HILL 2 W, NC US",6/1/1946,0,0,85,62
USC00311677,"CHAPEL HILL 2 W, NC US",6/2/1946,0.18,0,88,69
USC00311677,"CHAPEL HILL 2 W, NC US",6/3/1946,0,0,86,55
USC00311677,"CHAPEL HILL 2 W, NC US",6/4/1946,0.2,0,85,56
USC00311677,"CHAPEL HILL 2 W, NC US",6/5/1946,0,0,73,49
USC00311677,"CHAPEL HILL 2 W, NC US",6/6/1946,0,0,80,50
USC00311677,"CHAPEL HILL 2 W, NC US",6/7/1946,0,0,86,58
USC00311677,"CHAPEL HILL 2 W, NC US",6/8/1946,0,0,90,62
USC00311677,"CHAPEL HILL 2 W, NC US",6/9/1946,0,0,95,67
USC00311677,"CHAPEL HILL 2 W, NC US",6/10/1946,0.15,0,95,62
USC00311677,"CHAPEL HILL 2 W, NC US",6/11/1946,0,0,90,52
USC00311677,"CHAPEL HILL 2 W, NC US",6/12/1946,0,0,93,69
USC00311677,"CHAPEL HILL 2 W, NC US",6/13/1946,0.7,0,91,67
USC00311677,"CHAPEL HILL 2 W, NC US",6/14/1946,0,0,88,71
USC00311677,"CHAPEL HILL 2 W, NC US",6/15/1946,0,0,88,68
USC00311677,"CHAPEL HILL 2 W, NC US",6/16/1946,0,0,78,71
USC00311677,"CHAPEL HILL 2 W, NC US",6/17/1946,0,0,86,69
USC00311677,"CHAPEL HILL 2 W, NC US",6/18/1946,0,0,93,69
USC00311677,"CHAPEL HILL 2 W, NC US",6/19/1946,0,0,93,75
USC00311677,"CHAPEL HILL 2 W, NC US",6/20/1946,1.36,0,87,72
USC00311677,"CHAPEL HILL 2 W, NC US",6/21/1946,0.06,0,91,69
USC00311677,"CHAPEL HILL 2 W, NC US",6/22/1946,2,0,85,60
USC00311677,"CHAPEL HILL 2 W, NC US",6/23/1946,0,0,85,65
USC00311677,"CHAPEL HILL 2 W, NC US",6/24/1946,0,0,84,57
USC00311677,"CHAPEL HILL 2 W, NC US",6/25/1946,0,0,87,61
USC00311677,"CHAPEL HILL 2 W, NC US",6/26/1946,0,0,86,62
USC00311677,"CHAPEL HILL 2 W, NC US",6/27/1946,0,0,87,73
USC00311677,"CHAPEL HILL 2 W, NC US",6/28/1946,0,0,90,73
USC00311677,"CHAPEL HILL 2 W, NC US",6/29/1946,0,0,85,68
USC00311677,"CHAPEL HILL 2 W, NC US",6/30/1946,0.06,0,92,68
USC00311677,"CHAPEL HILL 2 W, NC US",7/1/1946,0.39,0,86,68
USC00311677,"CHAPEL HILL 2 W, NC US",7/2/1946,0,0,90,70
USC00311677,"CHAPEL HILL 2 W, NC US",7/3/1946,1.23,0,84,68
USC00311677,"CHAPEL HILL 2 W, NC US",7/4/1946,0.04,0,74,65
USC00311677,"CHAPEL HILL 2 W, NC US",7/5/1946,0.07,0,78,65
USC00311677,"CHAPEL HILL 2 W, NC US",7/6/1946,0.12,0,87,70
USC00311677,"CHAPEL HILL 2 W, NC US",7/7/1946,0.02,0,90,68
USC00311677,"CHAPEL HILL 2 W, NC US",7/8/1946,0,0,94,70
USC00311677,"CHAPEL HILL 2 W, NC US",7/9/1946,1.41,0,93,68
USC00311677,"CHAPEL HILL 2 W, NC US",7/10/1946,0.19,0,86,71
USC00311677,"CHAPEL HILL 2 W, NC US",7/11/1946,0,0,88,74
USC00311677,"CHAPEL HILL 2 W, NC US",7/12/1946,0,0,90,
USC00311677,"CHAPEL HILL 2 W, NC US",7/13/1946,0,0,93,73
USC00311677,"CHAPEL HILL 2 W, NC US",7/14/1946,0,0,94,72
USC00311677,"CHAPEL HILL 2 W, NC US",7/15/1946,0,0,93,75
USC00311677,"CHAPEL HILL 2 W, NC US",7/16/1946,0,0,91,70
USC00311677,"CHAPEL HILL 2 W, NC US",7/17/1946,0,0,83,56
USC00311677,"CHAPEL HILL 2 W, NC US",7/18/1946,0,0,87,55
USC00311677,"CHAPEL HILL 2 W, NC US",7/19/1946,0,0,89,74
USC00311677,"CHAPEL HILL 2 W, NC US",7/20/1946,0,0,93,80
USC00311677,"CHAPEL HILL 2 W, NC US",7/21/1946,0,0,94,75
USC00311677,"CHAPEL HILL 2 W, NC US",7/22/1946,0.68,0,93,73
USC00311677,"CHAPEL HILL 2 W, NC US",7/23/1946,1.05,0,87,68
USC00311677,"CHAPEL HILL 2 W, NC US",7/24/1946,0,0,93,69
USC00311677,"CHAPEL HILL 2 W, NC US",7/25/1946,0,0,95,72
USC00311677,"CHAPEL HILL 2 W, NC US",7/26/1946,0,0,94,69
USC00311677,"CHAPEL HILL 2 W, NC US",7/27/1946,0.1,0,80,63
USC00311677,"CHAPEL HILL 2 W, NC US",7/28/1946,0,0,86,59
USC00311677,"CHAPEL HILL 2 W, NC US",7/29/1946,0,0,85,56
USC00311677,"CHAPEL HILL 2 W, NC US",7/30/1946,0,0,87,74
USC00311677,"CHAPEL HILL 2 W, NC US",7/31/1946,0.31,0,85,70
USC00311677,"CHAPEL HILL 2 W, NC US",8/1/1946,0.17,0,89,72
USC00311677,"CHAPEL HILL 2 W, NC US",8/2/1946,,0,89,70
USC00311677,"CHAPEL HILL 2 W, NC US",8/3/1946,,0,89,66
USC00311677,"CHAPEL HILL 2 W, NC US",8/4/1946,1.46,0,88,68
USC00311677,"CHAPEL HILL 2 W, NC US",8/5/1946,0.15,0,91,68
USC00311677,"CHAPEL HILL 2 W, NC US",8/6/1946,,0,91,69
USC00311677,"CHAPEL HILL 2 W, NC US",8/7/1946,0.95,0,88,67
USC00311677,"CHAPEL HILL 2 W, NC US",8/8/1946,,0,87,61
USC00311677,"CHAPEL HILL 2 W, NC US",8/9/1946,,0,89,64
USC00311677,"CHAPEL HILL 2 W, NC US",8/10/1946,,0,92,69
USC00311677,"CHAPEL HILL 2 W, NC US",8/11/1946,,0,92,72
USC00311677,"CHAPEL HILL 2 W, NC US",8/12/1946,0.22,0,89,65
USC00311677,"CHAPEL HILL 2 W, NC US",8/13/1946,,0,80,63
USC00311677,"CHAPEL HILL 2 W, NC US",8/14/1946,,0,84,59
USC00311677,"CHAPEL HILL 2 W, NC US",8/15/1946,,0,86,60
USC00311677,"CHAPEL HILL 2 W, NC US",8/16/1946,,0,87,68
USC00311677,"CHAPEL HILL 2 W, NC US",8/17/1946,,0,91,70
USC00311677,"CHAPEL HILL 2 W, NC US",8/18/1946,,0,96,72
USC00311677,"CHAPEL HILL 2 W, NC US",8/19/1946,,0,91,67
USC00311677,"CHAPEL HILL 2 W, NC US",8/20/1946,0.17,0,91,68
USC00311677,"CHAPEL HILL 2 W, NC US",8/21/1946,,0,84,64
USC00311677,"CHAPEL HILL 2 W, NC US",8/22/1946,,0,85,64
USC00311677,"CHAPEL HILL 2 W, NC US",8/23/1946,0.65,0,84,65
USC00311677,"CHAPEL HILL 2 W, NC US",8/24/1946,,0,83,65
USC00311677,"CHAPEL HILL 2 W, NC US",8/25/1946,0.95,0,79,62
USC00311677,"CHAPEL HILL 2 W, NC US",8/26/1946,0.06,0,80,57
USC00311677,"CHAPEL HILL 2 W, NC US",8/27/1946,,0,83,55
USC00311677,"CHAPEL HILL 2 W, NC US",8/28/1946,,0,85,60
USC00311677,"CHAPEL HILL 2 W, NC US",8/29/1946,0.1,0,85,60
USC00311677,"CHAPEL HILL 2 W, NC US",8/30/1946,,0,79,62
USC00311677,"CHAPEL HILL 2 W, NC US",8/31/1946,,0,80,47
USC00311677,"CHAPEL HILL 2 W, NC US",9/1/1946,0,0,84,49
USC00311677,"CHAPEL HILL 2 W, NC US",9/2/1946,0,0,87,60
USC00311677,"CHAPEL HILL 2 W, NC US",9/3/1946,0,0,86,60
USC00311677,"CHAPEL HILL 2 W, NC US",9/4/1946,0,0,82,61
USC00311677,"CHAPEL HILL 2 W, NC US",9/5/1946,0,0,83,54
USC00311677,"CHAPEL HILL 2 W, NC US",9/6/1946,0,0,81,62
USC00311677,"CHAPEL HILL 2 W, NC US",9/7/1946,0.12,0,86,66
USC00311677,"CHAPEL HILL 2 W, NC US",9/8/1946,0.1,0,85,62
USC00311677,"CHAPEL HILL 2 W, NC US",9/9/1946,0,0,93,71
USC00311677,"CHAPEL HILL 2 W, NC US",9/10/1946,0,0,92,69
USC00311677,"CHAPEL HILL 2 W, NC US",9/11/1946,0.49,0,89,69
USC00311677,"CHAPEL HILL 2 W, NC US",9/12/1946,0.17,0,84,64
USC00311677,"CHAPEL HILL 2 W, NC US",9/13/1946,0,0,77,64
USC00311677,"CHAPEL HILL 2 W, NC US",9/14/1946,0,0,76,52
USC00311677,"CHAPEL HILL 2 W, NC US",9/15/1946,0,0,78,51
USC00311677,"CHAPEL HILL 2 W, NC US",9/16/1946,0,0,78,58
USC00311677,"CHAPEL HILL 2 W, NC US",9/17/1946,0,0,77,54
USC00311677,"CHAPEL HILL 2 W, NC US",9/18/1946,0,0,81,58
USC00311677,"CHAPEL HILL 2 W, NC US",9/19/1946,0.13,0,77,61
USC00311677,"CHAPEL HILL 2 W, NC US",9/20/1946,0.46,0,81,65
USC00311677,"CHAPEL HILL 2 W, NC US",9/21/1946,0.04,0,87,66
USC00311677,"CHAPEL HILL 2 W, NC US",9/22/1946,0,0,88,68
USC00311677,"CHAPEL HILL 2 W, NC US",9/23/1946,0.73,0,87,69
USC00311677,"CHAPEL HILL 2 W, NC US",9/24/1946,1.18,0,85,69
USC00311677,"CHAPEL HILL 2 W, NC US",9/25/1946,0,0,85,64
