"Data Source","World Development Indicators",

"Last Updated Date","2021-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.3273771537971","12.101020956475","14.9152542372881","14.9121861868333","15.0992799476326","14.8561614426793","","","","","",
"Africa Eastern and Southern","AFE","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.3652582234595","15.3528720029348","14.1055643204835","13.4830698006467","13.2323458888177","13.2938812113663","12.7383932374979","12.5166028867784","14.8755923535299","15.4356717293965","15.9837375193401","17.5841680969321","18.0356373929627","16.930335047973","16.9447767853524","17.6912731556032","18.4729239384687","18.1734689606324","18.2886424947058","19.7553384730423","21.1629993280905","21.3237793496936","21.795825040308","22.7326039395982","24.9665894302136","25.6758787545077","","","","","",
"Afghanistan","AFG","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.7304964539007","67.9802955665025","67.9943100995733","68.3453237410072","68.7045123726346","69.037037037037","70.3703703703704","72.3880597014925","74.4360902255639","73.7226277372263","74.9890940817217","72.8114599913182","79.0639711991138","70.2497285559175","70.8908406524467","74.0618101545254","70.7557502738226","72","68.6548223350254","87.1766029246344","85.9865470852018","82.4875621890547","85.9099804305284","78.6364080993837","85.3235490326885","86.0501112508465","","","","","",
"Africa Western and Central","AFW","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.6631493421214","60.3187350476955","59.1522995026876","57.4339912009929","54.7595477846366","55.3375454154314","54.6191823858727","54.3748011551467","48.3722732566535","50.1833736158241","52.858872916918","51.3235586107454","46.2630897039256","45.4518842512965","45.6484278898403","44.0933350488018","40.8432102037739","36.9362892156229","41.7271714184477","41.5502121232493","38.5470844098241","37.7036499888252","36.0379350990554","35.1638636501873","34.5661459313632","31.2335314124894","","","","","",
"Angola","AGO","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.2068965517241","82.6552462526767","88.70116156283","93.6842105263158","93.717277486911","93.75","89.9805447470817","76.3525305410122","80.4248861911988","66.9662921348315","63.1141868512111","62.0879120879121","64.7592067988669","62.2055137844612","78.405017921147","79.6482412060302","80.6110102843315","77.6188995958968","75.4090471607315","65.3431890179514","67.9574233804368","70.9078039285082","60.7994842037395","58.0209347614411","53.1751054852321","53.1749283080705","","","","","",
"Albania","ALB","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.4077669902913","92.1424829753798","95.0500883912787","93.9076225559649","95.686374016747","93.9861390565616","95.7204948177867","96.1744452945677","96.3202192209826","97.3291582243507","96.1490163248221","95.3083109919571","93.9539860888176","97.8565705128205","97.5026757046022","98.713944515892","98.3164373642288","97.4825174825175","100","99.9807766243752","99.9867864693446","98.5922214268671","100","100","100","100","","","","","",
"Andorra","AND","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","98.936170212766","98.8235294117647","94.5945945945946","75","80.0508259212198","76.5432098765432","88.7311446317657","86.5131578947369","86.6894197952219","88.7532693984307","89.4321766561514","86.1167002012072","","","","","",
"Arab World","ARB","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.2415212459437","6.69071124370349","5.76901813258006","5.38748187078984","5.32098508196058","5.08106281845763","5.3000683462729","5.17146502773086","4.80992967409566","4.84638713444539","4.46423746968679","4.6175616335242","3.75554863125196","3.94350965777264","3.91353009662894","4.47443992179813","4.11949398886756","4.15021671475071","3.36273904985168","3.32848576738529","3.85400991246685","3.54976563509352","3.48121852231759","3.77038496124868","3.2780734203655","2.92070168610513","","","","","",
"United Arab Emirates","ARE","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0941424563649715","0.258307016339421","0.23240111175667","","","","","",
"Argentina","ARG","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.4414662987781","30.4365663987468","34.8705284443729","38.9340002598415","42.6015781233044","40.2133850630456","33.3998220589501","39.3869816592437","36.3900448575907","27.2944188300794","33.159374648521","41.8298840370637","43.5638757652185","37.9517548625448","31.63480257575","33.5251348456266","37.127698397103","29.8422008099427","26.3437057991513","28.9274026197721","28.5854562001549","32.305970437266","29.2611353196635","31.4844907174391","31.5762041956827","28.1400691239471","","","","","",
