"Data Source","World Development Indicators",

"Last Updated Date","2021-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","486.207502781129","519.613593737815","543.305764801333","569.59109782554","589.995685973604","611.695098985209","617.00979006025","636.23847260285","671.806785995635","705.147429445566","728.939985483949","738.757034796221","741.117687851123","776.830096051469","793.78256173644","803.763363092449","797.312091691949","805.625268722775","804.308338767299","791.122817800831","769.859816039701","733.351681099112","728.186412329419","730.07523091298","741.642891812743","819.860431951677","829.825976160046","791.446996246765","769.795473730225","780.702623963529","743.916043970902","769.080854071567","774.334166181245","777.672090685718","780.851052287502","789.4878404605","796.901935655247","760.576897141733","723.914903111308","740.41765510513","740.741605692739","703.908400908733","698.369914215573","686.728057221492","","","","","","",
"Afghanistan","AFG","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Western and Central","AFW","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","73.737622919515","80.7630252809425","88.2286219861965","89.448326827407","97.1970135070253","102.981571069863","110.475033109712","106.571501407595","113.979152299858","120.490845605118","113.250618064051","130.996864577509","111.307133178417","89.6389717451012","110.426655840235","125.851423630195","129.202310102117","129.942635489235","134.356276181691","129.889850679518","131.241690993711","133.524993422121","137.129095065404","131.856201193571","133.278880617972","131.034031319383","132.861459543918","119.733713318843","126.082207543079","116.708797674533","119.051132657931","133.754417025317","123.896644002658","138.89376400484","145.325050645412","144.984986551172","158.419737848654","154.500732362673","152.778423214495","165.065620870937","175.112546300155","185.515814213575","181.128874738517","186.199009684307","","","","","","",
"Angola","AGO","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","92.0341009518081","100.496642243956","113.585940461574","136.357794570919","139.379390130459","60.3052627674758","58.2706183083363","56.3487016822719","58.5745147250373","60.6620798461629","58.5615749499044","60.315173588745","63.2672364957323","52.2114133733607","60.6304381061099","58.5264739272311","56.7860392785385","55.2039378929497","53.6020583190395","53.1718035833576","54.453864881429","53.4866628201566","52.0074731679679","50.6525852479677","49.2642453086921","51.1085485852723","69.3269010162476","73.3092007604365","71.9108386272252","75.2646598815027","82.6165706534257","86.018839210298","95.8531139597506","87.5353406612106","109.295218735547","144.715322479188","133.26725777504","172.384898050465","189.25770427873","206.454401685339","207.013351411564","219.253482715119","280.21448208407","312.228894512622","","","","","","",
"Albania","ALB","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","532.02843152625","568.403201603477","593.446745665183","591.032643383924","739.345093272667","908.67454726938","1067.81415577833","1098.48316581368","1065.76739836628","1142.96535512577","1123.96810630449","1096.87322889453","1070.69016441863","1018.1002875264","796.353973775973","1420.61479470727","1161.95167669011","1005.93953033667","1021.39350044285","552.252184819181","418.45358899715","453.64407387777","536.363825095196","596.407959255952","663.783995402449","904.346640328557","694.664802792381","734.849913537668","1414.70378393053","1449.64741324695","1351.23079642883","1578.16591882688","1469.26453867857","1797.52548696885","1722.07284972507","1218.36014605619","1213.12436932179","1617.7441562046","1835.68407241763","1943.34335385842","2205.70392004668","2118.32777605579","2533.25282927106","2309.36650255581","","","","","","",
"Andorra","AND","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","197.008181567776","211.769969191397","231.207145471245","255.759000350304","283.26385431818","326.438552142085","370.47600232109","428.029527990603","516.408921763582","578.668172175704","625.838922337232","715.793826213682","771.96394081104","858.05024175736","884.955936537019","962.731961395995","1001.08565947816","1037.70624946784","1057.68498981658","1073.99852906913","1038.84414572754","1072.08589266166","1126.18266162803","1153.11170797913","1259.9950325707","1297.72206051206","1341.63851011098","1434.2674611694","1485.89188311809","1518.76032688358","1581.59040202448","1650.06816514761","1720.81426090543","1767.78566786111","1842.76908145659","1943.06734266155","1998.3152029253","2065.10264506489","2123.65224905219","2301.3420471257","2337.72790002747","2377.25057097268","2433.62791341831","2508.46228430437","","","","","","",
"United Arab Emirates","ARE","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","681.171904001615","1314.32646056416","1700.34843205575","1876.10839071829","2321.74285740341","2829.48178942385","3737.01123415204","4190.31523714","4982.01238097691","5752.78051058011","6118.90184406011","7117.00388730924","7677.11039132831","7905.9019915454","8169.58420102989","8239.15607590228","8282.22019059344","8482.12858958568","8232.71575892578","8500.70305949836","8151.11201506949","8284.41048043443","9099.29663826684","9414.32031440343","9402.92716778898","9512.74082645136","9925.65213013142","11232.3484811323","12219.030899563","12314.0315762235","12133.6279589987","12502.6985120311","12366.070382235","11958.9723876431","12279.9201956662","11693.3941011726","11451.8987830139","11294.1897339243","10618.8066539284","10609.9440023261","10287.0552952135","10416.012605236","10724.5038763162","11088.3418625766","","","","","","",
"Argentina","ARG","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","874.459244197464","925.317034254253","962.266240562569","993.232937866387","1011.99364797691","1032.48922002898","1081.75126757236","1093.41691622285","1217.17243675396","1243.6312872152","1197.59278838686","1208.66622329573","1259.17361426057","1300.79946943039","1288.87456842807","1330.37062749088","1413.84745089462","1452.30631187234","1320.35644864895","1303.97801895407","1347.59204645896","1410.37754419117","1496.90449864105","1576.76719791712","1648.89522756408","1728.12092795015","1848.00153056425","1967.25488084876","2033.77181116476","2088.80762975662","2120.58039828903","2014.47687809983","2180.32693141695","2293.30948766717","2408.43295813912","2374.09759195982","2455.65608144863","2772.84329136519","2730.12336650941","2877.65265331343","2929.07502855568","3000.60352326565","2967.37655805218","3074.70207056563","","","","","","",
